,att_bonus_wgt,att_chance_wgt,att_conqc_wgt,att_cutoff,att_cutoff_win,att_mission_wgt,att_narmies_wgt,ft_avantage_wgt,ft_bonus_wgt,ft_min_wgt,ft_mission_wgt,ft_narmies_wgt,ft_tvantage_wgt,mis_base_wgt,mis_cont_wgt,mis_extr_wgt,mis_play_wgt,mis_terr_wgt,re_avantage_wgt,re_dbonus_wgt,re_ibonus_wgt,re_mission_wgt,re_tvantage_wgt,turn_in_cutoff,iteration
493,18.4,-16.29,-17.39,0.4,14.7,-1,4.43,9.36,3.03,23.93,0.2,1,3.89,21.03,4.3,5.67,1,-11.1,-6.8,7.02,-10.09,-1,19.62,6,12
494,10.26,-14.99,13.94,5.7,-2.8,1,12.21,16.23,6.1,-8.74,11.81,0,-22.62,-1.57,4.25,0.47,1,4.19,-6.7,19.16,-8.42,1,17.62,8,12
495,-0.63,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.44,10.62,1,13.79,10,12
496,-15.92,-18.67,22.07,4.3,-22.4,1,9.63,6.94,0.22,8.03,-22.07,1,-6.09,-12.09,15.54,18.13,0,7.65,8.11,6.19,-21.72,1,14.4,4,12
497,19.78,-21.65,19.87,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-20.64,-24.82,0,13.79,6,12
498,10.65,-12.13,19.95,21.5,-2.3,1,6.83,-11.85,11.27,-5.45,-24.8,1,-13.38,22.47,12.62,-19.74,0,-4.34,-2.19,-14.72,-24.82,1,16.81,6,12
499,3.45,-19.3,-17.39,-2.9,-2.8,0,21.7,19.05,3.86,-8.74,15.01,1,-24.27,18.82,-11.7,7.61,1,4.36,-9.63,-18.7,-8.42,1,13.79,4,12
500,2.25,-21.65,13.94,21.4,-11.9,1,17.23,-16.71,-2.26,-8.63,-2.29,1,6.59,18.34,-15.87,-11.66,1,-1.83,-2.19,0.67,21.46,1,24.57,6,12
501,10.26,-23.6,24.3,4.6,24.2,-1,7.86,-15.31,-6.35,2.96,3.4,1,1.16,6.98,21.11,-8.14,0,10.58,-7.34,-12.21,-1.75,-1,24.61,6,12
502,2.25,-14.96,3.92,11.6,-25.0,-1,12.03,19.05,-23.85,11.08,10.21,1,-17.15,-22.17,-10.62,-17.99,1,4.19,-17.2,-19.68,2.73,1,24.95,4,12
503,18.97,-14.99,13.81,6.4,12.2,1,7.8,-14.36,-22.28,2.96,-18.68,1,-24.27,-22.17,4.25,-4.32,1,14.9,-18.17,-19.53,-1.39,1,24.6,4,12
504,18.97,-14.99,-17.39,6.3,0.7,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,-2.25,4.25,-0.35,1,18.95,-18.17,-18.7,2.73,1,24.61,4,12
505,22.13,14.86,23.12,-0.7,-22.1,1,19.09,-16.94,-23.56,8.09,2.29,-1,-6.09,6.81,17.81,7.61,1,14.68,-0.94,-11.4,10.34,1,10.92,6,12
506,-24.86,1.44,12.27,22.7,8.6,1,20.09,19.05,-22.28,2.01,-24.8,-1,1.24,-0.87,6.47,-5.19,0,-4.34,-20.25,-16.3,-0.26,1,20.44,10,12
507,10.26,-15.22,23.25,16.7,-2.8,1,12.21,9.36,-3.83,-1.32,22.85,-1,-8.22,12.39,-2.47,14.49,1,22.49,-18.17,8.55,-18.97,1,14.85,8,12
508,14.28,-14.99,13.94,6.4,-11.9,-1,12.21,19.05,3.86,-8.74,-22.69,0,-24.27,6.98,2.79,7.64,1,4.19,3.97,-18.7,2.73,-1,17.62,6,12
509,-15.92,21.3,-8.73,11.0,-11.9,-1,17.23,13.71,9.08,24.62,10.21,-1,-8.05,-22.17,9.92,-5.68,1,-7.23,-22.91,0.59,0.96,0,13.79,6,12
510,20.44,-23.6,5.18,22.6,3.3,1,20.09,-16.94,-5.51,24.54,2.29,0,-6.09,9.52,2.79,7.74,0,-2.88,5.75,-4.77,-8.42,1,16.02,4,12
511,10.49,-23.28,13.38,4.4,-15.3,1,9.63,9.49,3.86,8.03,-22.07,-1,-24.27,-5.65,15.54,24.54,0,-2.88,8.11,10.37,-10.09,1,14.58,4,12
0,10.26,-14.99,0.84,5.7,0.5,1,12.09,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.25,-11.66,1,18.04,-10.89,-19.69,-8.42,1,17.62,6,13
1,19.78,-21.65,19.95,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-20.64,-24.82,0,13.79,6,13
2,19.78,-21.65,19.95,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.48,-18.17,-20.64,-24.82,0,13.79,6,13
3,18.4,-14.99,19.95,22.1,-11.5,1,14.25,16.18,-14.64,-6.11,-22.69,1,-22.94,-0.87,18.82,-5.19,0,-14.5,-10.89,-18.7,-21.43,1,0.88,6,13
4,2.25,-14.99,5.21,6.4,12.2,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,6.98,2.79,7.78,1,18.95,-18.17,-18.7,2.73,1,24.75,6,13
5,18.97,-13.75,7.17,1.9,-2.8,1,16.1,16.18,-5.51,11.08,11.81,-1,-22.88,-0.07,-11.7,-7.16,1,4.36,-9.63,-16.36,-15.61,1,24.57,10,13
6,14.43,-19.34,23.25,11.6,-18.6,1,7.65,14.89,6.1,24.79,11.81,1,-22.62,11.88,2.79,7.61,1,-24.08,-6.74,3.11,-21.47,1,14.85,6,13
7,18.4,-1.27,-17.39,22.0,14.7,0,14.25,-21.95,-21.0,23.85,6.74,0,-24.31,11.2,2.85,-0.75,1,-14.5,0.02,-20.64,16.81,-1,13.79,6,13
8,4.16,-16.31,19.95,5.7,2.2,1,3.41,-10.66,2.21,-21.52,-2.22,0,-22.94,-1.57,18.82,7.61,0,0.72,-2.19,-7.02,9.89,1,16.94,10,13
9,10.26,-21.65,8.64,-9.0,-2.5,1,17.18,-11.91,-17.32,3.32,7.88,1,-23.09,-1.57,5.64,-17.65,1,-14.5,-3.78,-14.72,-24.82,0,18.39,6,13
10,9.79,-14.99,21.25,6.0,-11.9,1,12.21,-8.89,3.86,24.62,-22.69,1,19.79,21.41,5.64,-0.75,1,17.88,-3.95,-14.24,2.73,1,24.61,8,13
11,10.26,-19.34,-0.12,11.6,-18.6,1,7.68,-14.17,2.21,-8.74,-2.22,1,-22.62,11.88,-10.99,7.61,1,-24.08,-2.19,-24.83,-21.47,1,14.85,6,13
12,2.15,-19.3,5.19,5.7,-24.3,1,20.6,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.92,4,13
13,-0.63,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.44,10.62,1,13.79,10,13
14,-0.77,-16.29,9.09,-10.9,-11.6,1,20.0,16.18,-16.91,17.89,10.07,0,-12.94,-0.07,8.93,7.41,1,7.65,-10.7,-21.44,-24.82,1,16.94,4,13
15,18.97,-12.89,-19.69,6.3,0.7,1,12.21,-14.36,3.86,1.25,-22.69,1,-24.27,18.37,4.25,-0.88,1,-17.33,-18.17,-18.7,-9.76,1,25.0,4,13
16,18.97,-14.99,-0.19,0.4,-11.9,1,7.11,19.05,3.86,24.62,-18.68,-1,-17.5,-3.4,-15.87,-18.65,1,18.95,-3.95,-14.24,0.96,1,13.79,4,13
17,10.49,-23.48,24.3,8.6,8.2,1,6.83,-11.91,9.08,-6.11,-14.05,1,-23.52,15.05,19.41,5.67,1,21.89,-7.01,-19.56,-7.48,-1,19.67,4,13
18,-14.24,-16.51,5.64,8.6,3.3,1,6.18,-16.94,16.26,-13.46,22.78,0,-6.09,-23.9,21.38,-18.26,1,15.66,-9.63,-7.78,6.04,1,17.62,6,13
19,11.74,-23.6,5.18,-5.7,4.8,1,18.31,-16.94,-8.51,13.59,2.29,1,-6.09,6.98,2.79,-8.14,0,-24.08,-19.33,-4.7,-8.43,0,23.67,10,13
20,2.25,-21.65,13.94,21.4,-11.9,1,17.23,-16.71,-2.26,-8.63,-2.29,1,6.59,18.34,-15.87,-11.66,1,-1.83,-2.19,0.67,21.46,1,24.57,6,13
21,-0.77,-23.5,11.85,16.5,8.6,1,22.89,-21.95,-23.56,17.89,-2.22,1,6.59,6.38,8.94,8.7,1,-14.5,-4.79,-7.78,6.04,1,16.94,6,13
22,2.25,-21.65,23.25,6.3,0.7,1,15.64,16.18,21.26,-21.52,-22.69,0,-24.27,-2.25,4.25,-17.65,1,18.95,-9.63,-18.7,-10.09,1,24.61,6,13
23,18.97,-15.22,19.95,1.9,0.7,1,10.19,20.65,-20.71,-21.52,-14.05,0,-17.5,7.81,4.25,-18.65,1,0.8,-3.95,-14.24,-0.25,0,7.05,4,13
24,19.38,-14.99,13.81,3.6,1.8,1,15.37,-10.81,-23.46,2.96,10.21,-1,3.98,-15.04,16.37,11.21,0,-11.74,-18.17,-19.53,-8.42,1,24.6,6,13
25,2.25,-19.3,5.18,5.7,-24.3,1,20.6,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.92,4,13
26,10.49,-7.71,24.3,21.5,-2.3,1,6.18,-11.91,-11.2,1.25,-14.05,1,2.44,15.05,2.86,-18.26,1,15.66,-4.58,6.19,-21.72,1,17.62,4,13
27,10.49,-19.34,23.25,11.6,-18.6,1,6.83,18.32,21.26,-5.53,11.81,1,-22.62,8.79,16.38,0.29,0,-11.74,3.12,-21.44,10.62,1,13.79,6,13
28,3.36,-14.25,22.47,-19.5,-20.5,1,22.17,-15.31,-23.85,-14.35,11.81,1,-24.27,11.88,-11.7,7.41,1,4.19,-6.7,-19.68,-15.61,1,25.0,6,13
29,3.45,-16.51,16.2,8.6,3.3,-1,6.18,16.1,-11.2,1.25,22.78,0,2.44,6.98,2.79,-18.26,1,15.66,-9.63,6.19,-21.72,1,17.62,6,13
30,10.26,-9.16,-17.39,5.7,0.5,1,12.06,-21.95,-2.84,-20.46,12.24,0,3.54,11.28,4.32,-0.75,1,-11.74,-10.89,-18.7,0.96,1,17.62,6,13
31,11.74,-23.48,9.09,-10.8,-24.1,1,7.86,-11.97,-22.28,2.96,9.05,0,6.59,22.54,5.06,5.67,1,14.9,-10.7,-14.95,-21.47,0,7.66,6,13
32,19.78,-21.65,19.87,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-20.64,-24.82,0,13.79,6,13
33,11.74,-23.48,9.09,6.4,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.54,4.93,7.48,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,13
34,3.45,-19.3,-17.39,-2.9,-2.8,0,21.7,19.05,3.86,-8.74,15.01,1,-24.27,18.82,-11.7,7.61,1,4.36,-9.63,-18.7,-8.42,1,13.79,4,13
35,-24.86,-2.69,-17.39,21.5,-2.5,1,12.73,-10.81,-22.28,-21.52,10.21,1,-19.99,-1.56,-9.61,7.64,0,22.46,-5.98,-18.85,-10.09,1,16.94,8,13
36,2.25,-21.65,23.25,6.3,0.7,1,15.8,16.18,21.26,-21.52,-22.69,0,-24.27,-2.25,4.25,-17.65,1,18.95,-9.63,-18.7,-10.11,1,24.61,6,13
37,-0.63,4.12,8.02,22.7,-16.1,1,4.17,18.32,21.26,0.19,2.82,-1,-6.09,8.79,15.54,0.29,1,-11.74,-6.8,-21.44,10.62,1,13.79,6,13
38,10.73,-23.6,5.18,22.7,-24.3,1,20.09,-14.17,-18.39,14.83,10.25,1,3.89,6.38,2.79,0.29,0,-24.08,-13.0,-4.77,-0.26,1,16.02,4,13
39,10.26,-14.79,0.84,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.32,-11.43,1,18.04,-10.89,-19.68,-8.42,1,17.62,6,13
40,-9.85,-13.08,21.14,-0.8,-11.5,-1,17.51,-14.22,-20.42,-20.87,5.22,1,3.94,1.51,-6.67,7.61,0,0.36,-2.19,-24.95,-23.74,-1,14.39,8,13
41,18.97,-21.65,-0.19,6.3,0.7,1,15.8,16.18,21.26,-21.52,-18.68,0,-17.5,-3.4,4.25,-18.65,1,18.95,-3.95,-14.24,-10.11,1,13.79,4,13
42,2.25,-19.3,5.18,5.7,-24.3,1,20.6,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.92,4,13
43,18.97,-15.0,13.81,3.9,2.2,1,15.37,-10.81,-23.46,2.96,10.21,-1,3.98,-15.04,16.37,11.21,0,-11.74,-18.17,-19.53,-8.42,1,24.6,6,13
44,-0.63,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.44,10.57,1,13.79,10,13
45,2.25,-14.99,5.21,6.4,12.2,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,6.98,2.79,7.64,1,18.95,-18.17,-18.7,2.73,1,24.61,6,13
46,-24.86,-14.99,24.68,6.3,-17.4,1,15.48,-14.17,-20.69,-6.11,10.21,1,18.1,-0.87,2.86,5.67,1,22.46,-7.01,-19.56,-19.1,1,24.61,4,13
47,2.25,-21.65,-0.19,11.0,-11.9,1,17.23,9.56,-11.2,11.08,21.69,1,6.59,22.54,2.79,-0.75,1,14.9,-7.01,-19.53,0.96,1,2.39,6,13
48,10.13,-14.99,0.86,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.25,-11.66,1,18.04,-10.89,-19.68,-8.22,1,17.62,6,13
49,20.5,-19.3,8.02,13.2,-11.5,0,4.17,9.56,-14.64,0.19,-4.21,-1,-6.09,-0.87,18.11,-5.19,1,-2.0,-10.89,-7.69,-21.43,1,13.79,6,13
50,20.46,-14.99,13.94,6.3,-2.8,1,12.21,-16.94,6.1,-8.74,-15.27,0,-22.62,-1.57,2.79,0.47,1,4.19,-6.7,19.16,-8.42,1,23.09,4,13
51,10.26,-10.14,5.64,11.6,24.2,1,7.68,-15.31,16.26,2.96,-2.22,1,-6.09,6.98,-10.99,7.61,1,13.08,-7.34,-24.83,-21.47,1,24.61,8,13
52,18.97,-19.3,5.18,5.7,14.7,1,7.86,19.05,17.2,5.32,-18.68,-1,3.89,-18.86,-5.79,-4.32,0,-23.51,-6.3,-12.29,-1.39,-1,24.6,6,13
53,15.47,-14.99,16.2,-12.5,-11.9,1,17.25,9.56,21.26,1.25,0.2,1,-23.07,-1.57,5.71,-0.89,1,0.36,-6.3,-24.95,-21.72,1,0.72,8,13
54,14.28,-18.61,23.25,16.3,-18.6,1,7.6,-14.17,-20.46,14.91,11.81,1,-2.49,-12.09,17.81,7.61,1,-24.08,-6.3,-11.4,-21.72,1,10.92,6,13
55,14.28,-14.99,13.94,6.4,-11.9,-1,12.21,19.05,3.86,-8.74,-22.69,0,-24.27,6.98,2.79,7.64,1,4.19,3.97,-18.7,2.73,-1,17.62,6,13
56,10.26,-23.48,9.09,5.7,12.2,1,7.8,-21.95,-12.36,2.96,10.21,0,-19.99,22.54,4.93,-11.43,1,18.04,-10.7,-19.68,-21.47,1,7.54,6,13
57,18.4,-16.29,19.95,11.0,4.0,1,6.18,-15.31,21.26,-9.46,-22.69,0,-22.94,6.38,18.82,5.67,1,-14.5,0.02,-7.78,-10.09,1,14.47,6,13
58,-24.86,-23.6,24.3,-13.2,24.2,-1,17.23,-15.31,-6.35,2.96,3.4,0,1.16,6.98,6.52,-8.14,0,10.58,-7.01,-12.21,-24.82,0,24.61,8,13
59,4.16,-16.31,19.95,20.0,-20.0,-1,8.88,-10.66,-20.71,23.85,22.78,0,2.31,4.56,-2.47,7.61,0,17.07,-2.19,8.55,-21.72,1,14.47,8,13
60,9.94,-19.47,5.18,6.3,-11.9,1,20.6,19.05,3.86,24.62,-2.22,0,-2.49,21.41,4.25,7.61,1,-24.08,-6.3,-20.64,-8.42,1,10.92,4,13
61,-0.63,14.86,1.03,-0.7,14.7,1,21.7,-5.57,-6.35,8.09,2.29,-1,-6.09,8.79,17.81,24.3,1,-11.74,-7.32,-21.44,-18.95,0,10.92,8,13
62,11.74,-23.48,9.09,6.6,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.57,5.06,7.64,1,14.9,-10.7,-19.59,-21.47,1,7.54,6,13
63,10.26,-19.3,-0.12,5.8,-2.5,1,7.6,-14.17,2.21,2.96,-19.29,1,3.89,-22.17,21.11,7.77,1,7.36,-2.19,-0.82,-8.42,0,17.62,6,13
64,-14.24,-10.14,-17.39,6.3,-11.9,1,17.23,-21.45,3.86,11.08,-22.69,1,-24.27,-2.25,12.14,5.67,1,18.95,-18.17,-18.7,2.73,1,23.81,4,13
65,12.42,-16.29,-19.69,8.4,19.5,0,6.99,3.34,2.21,1.25,-24.8,1,-3.88,18.37,4.25,-24.85,0,0.72,-3.95,6.19,-15.61,1,23.32,4,13
66,10.65,-12.13,19.95,21.5,-2.3,1,6.83,-11.85,11.27,-5.45,-24.8,1,-13.38,22.47,12.62,-19.74,0,-4.34,-2.19,-14.72,-24.82,1,16.81,6,13
67,2.28,-23.28,13.38,4.3,-2.8,1,9.63,16.18,3.86,8.03,-22.69,-1,-24.27,-5.65,4.25,24.54,1,-2.88,-6.7,10.37,-10.09,1,23.12,4,13
68,10.39,12.96,24.3,1.9,-24.9,1,6.83,-11.91,-14.44,-5.45,-14.05,1,-23.52,-21.96,2.86,13.74,0,21.89,-12.2,-18.58,20.22,1,7.05,4,13
69,-15.92,-23.28,13.38,4.3,-20.5,1,9.63,-16.94,17.0,8.03,-22.07,1,-6.09,4.56,15.54,24.54,0,-2.88,8.11,-14.35,-21.72,1,8.44,4,13
70,-3.11,-21.65,13.38,11.0,-12.0,1,17.23,-16.94,-2.84,24.62,-4.21,-1,-17.5,-3.4,-15.87,-24.85,1,13.08,-2.19,0.73,6.04,-1,23.81,8,13
71,22.13,14.86,23.12,-0.7,-22.1,1,19.09,-16.94,-23.56,8.09,2.29,-1,-6.09,6.81,17.81,7.61,1,14.68,-0.94,-11.4,10.34,1,10.92,6,13
72,14.28,-6.55,19.95,22.7,0.7,1,21.93,3.65,21.15,24.62,11.81,0,-22.94,7.81,18.82,-0.75,1,-14.5,0.02,19.16,18.9,-1,23.09,6,13
73,3.45,-11.43,16.72,13.2,23.7,1,10.19,-20.74,-8.48,-6.11,-22.07,-1,-18.15,18.9,9.41,15.94,0,15.97,-23.01,-16.36,6.04,1,23.81,8,13
74,18.97,-14.99,13.81,3.6,14.7,1,15.37,19.05,-23.46,5.32,-18.68,-1,3.98,11.2,16.38,-4.32,1,-11.74,-3.95,-12.28,-1.39,0,24.61,6,13
75,10.13,-14.99,0.86,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.25,-11.66,1,18.04,-10.89,-19.68,-8.22,1,17.62,6,13
76,18.97,-14.99,13.94,5.2,-11.9,1,21.7,19.05,-2.26,-8.63,-22.69,1,-24.27,-2.25,-15.87,-11.66,1,4.36,-6.7,0.67,2.73,1,13.79,4,13
77,18.97,-15.06,-1.91,6.3,2.2,1,8.24,9.98,6.08,24.62,-4.21,1,-24.27,6.91,4.25,20.97,1,0.72,-5.27,-5.99,-15.44,1,24.61,10,13
78,-16.03,-15.22,13.38,16.3,-20.5,1,9.63,-16.94,16.26,-13.46,-22.07,-1,-6.09,4.56,9.41,15.94,1,13.08,3.44,-7.78,6.04,1,23.81,8,13
79,-14.69,-23.48,12.45,8.6,23.7,1,10.19,-20.74,-5.51,-6.11,15.21,-1,-17.15,18.9,-22.2,-5.19,1,15.97,-15.21,-16.36,-7.48,1,24.95,4,13
80,2.25,-19.3,5.18,5.7,-24.3,1,20.6,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.92,4,13
81,0.5,-23.6,5.18,-0.9,4.8,1,18.31,-16.94,-17.07,10.28,16.82,1,-19.99,6.38,-13.95,-8.14,1,-21.12,-19.33,-4.77,-16.32,-1,23.67,6,13
82,3.45,4.12,19.95,1.9,-16.1,1,7.6,-17.01,17.0,-9.46,21.08,0,-17.15,21.21,15.54,24.54,1,-14.5,-7.01,-19.56,-10.09,-1,19.67,8,13
83,-14.24,-10.14,16.65,2.7,-16.1,1,14.13,-16.94,16.26,-13.46,15.01,0,-23.53,6.38,21.38,-19.74,1,15.66,-22.62,-7.23,-2.47,0,23.86,6,13
84,11.74,-9.16,24.68,6.4,-11.9,1,15.48,-14.17,-20.71,-15.75,10.21,1,18.1,-18.48,2.86,-6.79,1,-11.74,-6.8,-9.81,-19.1,1,7.54,4,13
85,-3.11,-21.65,-0.19,11.0,-12.0,-1,17.23,9.56,-2.84,24.62,-4.21,-1,-17.5,-3.4,-15.87,-24.85,1,-11.74,-2.19,0.73,0.96,-1,13.79,10,13
86,2.25,-19.3,5.18,5.7,-24.3,1,20.6,-14.17,24.38,-8.74,-2.22,0,-2.49,-18.86,2.79,7.61,1,-24.08,-6.3,-19.53,-8.42,1,10.92,4,13
87,9.94,-23.6,16.2,20.0,-11.9,-1,8.88,9.56,21.26,24.62,2.29,-1,-20.52,8.79,-15.87,23.9,1,-3.01,5.69,0.67,-10.09,-1,16.02,10,13
88,12.42,-13.75,7.17,1.9,19.5,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,-0.07,8.93,7.41,1,15.97,-3.95,-21.44,-0.25,1,16.02,4,13
89,20.38,-18.68,5.18,-5.7,-16.1,1,18.31,-16.94,-8.51,20.87,10.21,1,-6.09,6.38,2.79,7.61,0,-24.08,-0.45,-4.7,-8.43,-1,0.85,10,13
90,18.97,-12.96,-19.69,-19.5,-24.1,1,6.99,-14.36,2.21,14.83,10.21,1,-3.88,18.37,2.86,-24.85,1,-17.33,-18.17,-19.53,-19.1,1,17.62,4,13
91,18.97,-14.99,13.81,3.6,14.7,1,12.29,19.05,-23.46,11.08,-18.68,1,-24.27,11.2,16.37,-4.32,1,18.95,-18.17,-12.29,-1.39,0,24.6,4,13
92,6.82,-10.14,16.65,1.5,-5.6,0,6.09,-20.43,1.82,-0.37,12.15,0,6.59,-23.9,18.82,-19.74,0,-23.51,-19.33,-7.83,9.12,1,23.32,8,13
93,18.97,-14.99,13.8,3.6,-24.1,1,6.18,-16.94,-23.56,5.32,2.29,-1,-3.79,-20.11,12.14,-4.32,0,-0.51,-17.2,0.67,-15.49,0,14.58,10,13
94,4.16,-23.48,19.95,5.7,24.2,-1,6.83,-12.21,2.21,2.96,10.21,-1,-23.52,6.98,13.38,-8.14,0,-23.51,-17.2,-12.21,-1.75,-1,17.62,6,13
95,11.74,-23.48,9.09,-10.8,-24.1,1,7.86,-11.97,-22.28,2.96,9.05,0,6.59,22.54,5.06,5.67,1,14.9,-10.7,-14.95,-21.47,0,7.66,6,13
96,18.97,-14.99,-17.39,5.2,-2.8,1,21.7,19.05,3.86,11.08,-22.69,1,-24.27,-2.25,-11.7,-0.75,1,4.36,-6.7,-18.71,2.73,1,13.79,4,13
97,11.74,-23.48,13.38,4.3,-24.1,1,7.86,-16.94,17.0,8.03,9.05,0,-6.09,4.56,5.06,5.67,1,14.9,8.11,-14.35,-21.72,1,7.66,4,13
98,11.74,-16.29,5.18,-10.8,19.5,1,7.86,16.18,-3.83,2.96,10.25,1,-19.99,-2.25,2.79,15.38,0,14.9,-0.45,-14.95,-1.39,1,23.61,10,13
99,11.74,-9.16,9.09,16.5,-24.1,1,6.18,-10.81,-23.56,-13.46,21.65,1,-6.09,-3.4,2.86,-19.74,0,0.36,-18.17,-19.53,-19.1,1,23.86,8,13
100,11.74,-23.48,5.18,-0.9,24.2,-1,7.86,-15.31,17.2,2.96,10.21,1,-19.99,6.98,-5.41,-8.14,0,-23.51,-19.33,-12.21,-1.75,-1,23.61,6,13
101,-0.77,-23.5,11.85,16.5,8.6,1,22.89,-21.95,-23.56,17.89,-2.22,1,6.59,6.38,8.94,8.7,1,-14.5,-4.79,-7.78,6.04,1,16.94,6,13
102,11.74,-14.99,5.18,6.3,-17.4,-1,8.3,-15.31,3.86,2.96,10.21,1,-19.99,6.98,-5.33,-8.14,0,-23.51,-5.27,-12.21,-1.75,1,24.61,6,13
103,10.26,-19.3,-0.12,5.8,-2.5,1,7.6,-14.17,2.21,2.96,-19.29,1,3.89,-22.17,21.11,7.77,1,7.36,-2.19,-0.82,-8.42,0,17.62,6,13
104,12.42,-13.75,7.17,1.9,19.4,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,-0.07,8.94,7.41,1,15.97,-3.95,-21.44,-0.25,1,16.02,4,13
105,2.25,-21.65,23.25,6.3,0.7,1,15.8,16.18,21.26,-21.52,-22.69,0,-24.27,-2.25,4.25,-17.65,1,18.95,-9.63,-18.7,-10.11,1,24.62,6,13
106,11.74,-2.69,9.09,-16.3,-20.5,1,22.17,-15.31,-23.85,11.08,10.21,0,-17.15,11.88,-11.7,0.47,1,4.19,-6.7,-19.68,-1.75,1,7.54,6,13
107,14.28,-14.99,-17.39,-24.6,-11.9,-1,3.55,5.61,21.26,11.08,-22.56,1,-24.27,20.58,4.25,-24.85,1,-11.57,-0.94,-18.7,-19.1,1,23.09,6,13
108,12.42,-13.75,7.17,1.9,19.4,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,-0.07,8.94,7.41,1,15.97,-3.95,-21.44,-0.25,1,16.02,10,13
109,20.46,-10.14,5.18,-10.9,-16.1,1,20.0,-16.94,-16.37,-21.52,10.07,0,-6.09,6.38,2.79,7.64,0,-14.5,-0.45,-11.48,-24.82,1,-1.74,4,13
110,4.16,-14.99,21.25,23.4,10.5,-1,12.21,-10.66,2.21,-20.96,17.04,0,19.79,-23.14,-23.0,11.21,0,-21.26,-18.17,-19.68,-8.42,1,17.62,8,13
111,3.45,-19.28,12.79,12.9,-11.9,1,14.13,-11.97,21.26,2.96,3.4,-1,-7.93,-0.87,18.11,-17.65,1,15.66,-7.01,-13.05,-10.09,0,-2.37,10,13
112,18.4,-15.22,13.81,3.6,14.7,-1,4.46,-16.87,-17.07,5.32,-18.68,1,3.98,21.21,-2.47,8.7,1,17.32,-3.95,-5.19,-9.76,0,24.61,10,13
113,4.16,-17.32,24.3,23.5,0.7,-1,6.83,0.18,3.86,13.59,-22.69,1,-3.88,6.98,-13.95,11.21,0,8.81,-0.5,-7.02,9.89,1,25.0,6,13
114,12.42,-13.75,7.17,5.9,19.4,1,10.19,16.18,3.86,-17.93,2.29,1,-24.27,11.88,8.94,7.41,1,4.36,-6.7,19.16,2.73,1,23.12,4,13
115,18.4,-14.99,13.8,5.7,-24.3,1,12.04,-14.17,-18.39,11.08,10.25,1,-24.27,-2.25,4.25,-0.75,0,18.95,-0.3,-18.7,-10.09,1,-1.89,10,13
116,18.4,-21.65,13.8,-10.9,24.2,-1,3.41,-15.31,-16.37,11.08,0.2,0,-24.27,-2.25,-5.41,-8.14,0,-14.5,-19.33,-18.7,-1.75,1,23.61,6,13
117,10.26,-23.6,24.3,4.6,24.2,-1,7.86,-15.31,-6.35,2.96,3.4,1,1.16,6.98,21.11,-8.14,0,10.58,-7.34,-12.21,-1.75,-1,24.61,6,13
118,2.25,-21.65,19.95,-0.1,3.3,1,3.41,9.56,14.57,-21.52,-4.21,-1,-8.22,-2.25,2.79,7.61,0,17.32,5.75,-4.77,-24.82,0,16.02,4,13
